hmid,moment,concepts,agency,social,age,country,gender,married,parenthood,reflection,duration
127706,I binge watched an entire season of my favorite show and it made me happy.,entertainment,yes,no,30,USA,m,separated,n,24h,all_day_im_still_feeling_it
127730,My brother-in-law came to visit and we played golf and got drunk.,family,yes,yes,71,USA,f,married,y,24h,half_a_day
127746,I cleaned all of the mud off of my obstacle course racing gear yesterday.,exercise,yes,no,30,USA,m,married,n,24h,a_few_minutes
127755,I went crazy and bought two expensive Pokemon cards on eBay last night.,shopping,yes,no,32,USA,m,single,n,24h,at_least_one_hour
127773,"I received a second employment opportunity for remote contract work, and I'm strongly considering accepting it.",career,yes,no,27,USA,m,single,n,24h,half_a_day
127778,yesterday morning i give one gift to my sister and she is very happy to got from me as birthday gift.,family,yes,yes,26,IND,m,single,y,24h,all_day_im_still_feeling_it
127780,I tried something new with the chicken that I cooked tonight and it turned out really well.,food,yes,no,20,USA,m,single,n,24h,at_least_one_hour
127784,i watched the game of thrones trailer,entertainment,yes,no,26,IND,m,married,n,24h,a_few_minutes
127789,I was able to get a car for my children.,family,yes,yes,56,USA,f,married,y,24h,all_day_im_still_feeling_it
127792,Hearing my favorite song come on the radio when I just entered traffic made me much happier than I would have been.,entertainment,yes,no,42,USA,m,single,y,24h,a_few_minutes
127796,"I went to shopping, and went to restaurant with my parents for dinner, it was quite pleasant evening finished my day.",food|shopping,yes,yes,29,IND,m,single,y,24h,half_a_day
127805,I eat good food.,food,yes,no,23,IND,m,single,n,24h,a_few_minutes
127814,MY BOY FRIEND LOVE'S FEELING,romance,no,yes,26,IND,m,single,n,24h,half_a_day
127820,My wife kissed me.,romance,no,yes,37,USA,m,married,y,24h,a_few_minutes
127821,MY LOVER BIRTHDAY,party,no,yes,32,IND,m,married,y,24h,all_day_im_still_feeling_it
127828,MY BOY FRIEND LOVE'S FEELING,romance,no,yes,26,IND,m,single,n,24h,half_a_day
127834,MY SISTER BIRTHDAY PARTY,party|family,yes,yes,23,IND,m,single,n,24h,half_a_day
127845,MY BOY FRIEND LOVE FEELING,romance,no,yes,20,IND,f,married,n,24h,half_a_day
127858,MY BOY FRIEND LOVE  FEELING,party,no,yes,21,IND,f,single,n,24h,half_a_day
127874,MY FRIEND ALWAYS THAT DAY LONG TRIP FOR MORE PLACES WITH ENJOYABLE FOR US THAT A MOMENT IS REALLY UNFORGETTABLE EXPERIENCE IN MY LIFE HISTORY WE ARE SO ENJOYED AND LOVE THAT MOMENT,vacation,yes,yes,23,IND,m,single,n,24h,half_a_day
127875,Sitting down to dinner with my four children and my husband and having them absolutely love the new recipe I made.,food,no,yes,31,USA,f,married,y,24h,at_least_one_hour
127878,Getting a call from my auntie and hearing that her  biopsy went well.,conversation|family,no,yes,51,USA,f,married,y,24h,all_day_im_still_feeling_it
127880,My family was tour in the wonderla,family|vacation,no,yes,26,IND,f,married,n,24h,half_a_day
127885,when my nephew got celebrate his birthday,party,no,yes,29,IND,m,married,y,24h,all_day_im_still_feeling_it
127898,second one is when I make a deal with amazon prime I get a combo of motherboard and cpu for my pc at through away price since last several months I want to upgrade my work pc which is very old now as per the configurations of today's standard and when I got my desired thing and so cheap this make me very very happy.,shopping|technology,no,no,38,IND,m,married,y,24h,all_day_im_still_feeling_it
127904,I WENT TO TEMPLE,religion,yes,no,24,IND,m,married,y,24h,at_least_one_hour
127906,I WENT TO TEMPLE,religion,yes,no,27,IND,m,married,n,24h,at_least_one_hour
127907,I WENT TO SHOPPING,shopping,yes,no,28,IND,f,married,n,24h,at_least_one_hour
127926,My happiest moment every day my mom say bye to me when i get ready to go somewhere.,family,yes,yes,25,IND,f,single,n,24h,half_a_day
127939,MY HAPPIEST MOMENT IS EVERYDAY MY MOM SAY BYE TO ME WHEN I GET READY TO GO SOMEWHERE.,family,no,yes,23,IND,f,married,n,24h,all_day_im_still_feeling_it
127948,my happiest moment everyday my mom say bye to me when i get ready to go somewhere.,family|conversation,yes,yes,22,IND,f,single,n,24h,at_least_one_hour
127950,my happiest moment everyday my mom say bye to me when i get ready to go somewhere.,family|conversation,yes,yes,22,IND,f,single,n,24h,all_day_im_still_feeling_it
127962,I WENT TO TEMPLE,religion,yes,no,27,IND,m,single,n,24h,at_least_one_hour
127979,The birthday party to enjoy to creativity program of the spend the time.,party,no,no,30,IND,m,married,y,24h,at_least_one_hour
127984,We bought another puppy and it gets along great with our other dog...nothing more uplifting then seeing happy dogs playing,animals,yes,yes,40,CAN,m,married,n,24h,all_day_im_still_feeling_it
127999,INDIA WINNING THE CRICKET MATCH IN SEMI FINALS,exercise,yes,yes,41,IND,m,married,y,24h,at_least_one_hour
128005,I started writing a new book.,entertainment,yes,no,35,USA,m,single,n,24h,all_day_im_still_feeling_it
128008,"India beat Bangladesh in Champions Trophy cricket semifinal, which made me happy a lot.",exercise,no,no,29,IND,m,single,n,24h,at_least_one_hour
128017,One event that made me feel happy is when I bought ice cream today I felt excited,shopping,yes,no,24,USA,f,married,NA,24h,a_few_minutes
128030,"I joined party with many girl wine, music and edm , that party made me crazy",party|entertainment,yes,yes,26,GBR,m,single,y,24h,all_day_im_still_feeling_it
128042,My husband took care of some things around the house that needed doing for a long time.,family,no,yes,52,USA,f,married,y,24h,all_day_im_still_feeling_it
128044,I took my son to the pool and spent the day in the sun.,family,yes,yes,38,USA,m,married,y,24h,half_a_day
128045,I was very happy when my daughter has secured 1 st rank in the exam conducted,education,no,yes,42,IND,f,married,y,24h,all_day_im_still_feeling_it
128058,Seeing my favorite brand of clothes being discounted,shopping,yes,no,19,NLD,m,single,n,24h,all_day_im_still_feeling_it
128066,My happiest moment every day my mom say bye to me when i get ready to go something.,family,yes,yes,27,IND,f,single,n,24h,half_a_day
128074,I received a new order for my business today.,career,yes,no,41,IND,m,married,y,24h,all_day_im_still_feeling_it
128078,I fixed my wife's laptop so she didn't have to buy a new one.,family,yes,yes,36,USA,m,married,y,24h,all_day_im_still_feeling_it
128079,Having a safe flight.,vacation,no,no,22,GBR,m,single,n,24h,half_a_day
128080,It started to pour down rain and storm,weather,no,no,51,USA,m,divorced,y,24h,all_day_im_still_feeling_it
128081,My wife surprised me by getting me some new clothes.,romance,no,yes,32,USA,m,married,y,24h,at_least_one_hour
128085,I watched a good movie yesterday.,entertainment,yes,no,29,USA,f,married,y,24h,at_least_one_hour
128130,I told my son a story last night with his feltboard - he asked me for it specifically.,family,yes,yes,27,USA,f,married,y,24h,half_a_day
128134,"A small get together with my old friends yesterday in park, make me feel happy and pleasant.",conversation|party,yes,yes,25,IND,m,married,y,24h,half_a_day
128137,I bought a new mobile online with high configuration and received it today.,shopping|technology,yes,no,31,IND,m,married,y,24h,at_least_one_hour
128150,My father gave me a ring for my marriage anniversary celebration today morning.,family|romance|party,no,yes,30,IND,m,married,n,24h,all_day_im_still_feeling_it
128153,I was talking to a neighbor and realized we had the same kinds of interests.,conversation,yes,yes,36,USA,m,married,y,24h,at_least_one_hour
128189,I had a very good day in sales at my job yesterday.,career,yes,no,51,USA,m,divorced,y,24h,at_least_one_hour
128193,Yesterday my son learned new words: To count in a foreign language from 1 to 10.,education,no,yes,27,VEN,m,married,y,24h,at_least_one_hour
128195,I got to play with my dog,animals,yes,no,25,USA,m,married,n,24h,a_few_minutes
128198,My husband asked me to sing a song at church.,family|religion,yes,yes,41,USA,f,married,y,24h,all_day_im_still_feeling_it
128199,A small event that made me happy was playing a game of league of legends.,entertainment,yes,no,23,USA,m,single,n,24h,at_least_one_hour
128203,The baby slept for three hours straight!,family,no,yes,32,USA,f,divorced,y,24h,half_a_day
128211,I planned a trip with my boyfriend to go to the beach.,vacation,yes,yes,23,USA,f,single,n,24h,half_a_day
128217,I did not have to spend a lot of time packing my lunch for today- I had some conveniently packaged leftovers.,food,yes,no,37,USA,f,single,n,24h,a_few_minutes
128220,I was ranked as one of the best employees at my job.,career,yes,yes,27,USA,m,single,n,24h,a_few_minutes
128225,"My wife and i watched Daddy's Home, it was decent.",romance,yes,yes,37,USA,m,married,y,24h,at_least_one_hour
128241,I tried a new recipe and made a new tortilla soup perfectly.,food,yes,no,32,USA,f,married,y,24h,half_a_day
128245,I purchased parts I needed for my car.,shopping,yes,no,47,USA,f,married,y,24h,half_a_day
128246,I have received a lot of great feedback on some of the pictures that I've taken lately.,entertainment,yes,yes,30,USA,m,married,n,24h,a_few_minutes
128260,A new video game shipped for me to play today and that made me very happy.,entertainment|shopping,yes,no,29,USA,m,married,y,24h,all_day_im_still_feeling_it
128264,I was happy to see my mturk earnings for the past few days.,career,yes,no,23,USA,m,single,n,24h,all_day_im_still_feeling_it
128266,I had a wonderful dinner last night.,food,yes,no,35,USA,m,single,n,24h,at_least_one_hour
128267,I booked my hotel for vegas in a month,vacation,yes,no,32,USA,f,single,n,24h,all_day_im_still_feeling_it
128270,I enjoyed a drink on the patio and watched the rain.,weather|entertainment,yes,no,36,USA,f,married,y,24h,at_least_one_hour
128271,I went for swimming for the first time in 3 months.,exercise,yes,no,25,IND,m,single,n,24h,all_day_im_still_feeling_it
128273,"I made plans to finally meet up with a girl from another state that I've been speaking to via a dating app for several months; this is the first time that we've solidified a meeting, even though the meeting itself hasn't happened yet.",technology,yes,yes,27,USA,m,single,n,24h,at_least_one_hour
128291,I AM AT WORK,career,yes,no,25,IND,m,single,n,24h,a_few_minutes
128322,I was happy when I made myself yogurt with granola and fresh strawberries.,food,yes,no,25,USA,m,single,n,24h,a_few_minutes
128344,I made a delicious meal for dinner.,food,yes,no,24,USA,f,single,n,24h,a_few_minutes
128373,My work colleague gave me the news that I was promoted to a higher rank.,career,yes,yes,29,USA,m,married,n,24h,all_day_im_still_feeling_it
128374,SUMMER TRIP USEFUL FOR US IT ENRICHES OUR MIND AND DEVELOPED A COSMOPOLITAN OUT LOOK,vacation,no,yes,23,IND,m,single,n,24h,a_few_minutes
128386,My son put away the dishes without being told.,family,no,yes,35,USA,f,single,y,24h,all_day_im_still_feeling_it
128391,I got out of work early by a few hours.,career,no,no,33,USA,m,single,n,24h,all_day_im_still_feeling_it
128398,latest moment was when we go out for dinner and spend some time in shopping and other leisure activities with all family members we enjoyed our company a lot and because those moments occurs after such a long time I fee very happy with this.,family,yes,yes,38,IND,m,married,y,24h,half_a_day
128418,I WENT TO SHOPPING,shopping,yes,no,28,IND,f,married,n,24h,half_a_day
128423,"My uncle is working abroad, when he is here, Its the quality time that are precious to me.",career|family,no,yes,25,IND,m,single,n,24h,at_least_one_hour
128447,"Enjoying my new pair of sunnies, riding around able to see more clearly in bright sunlight, with side protection and some alternative coloured lenses to play with.",weather,yes,no,40,GBR,m,single,n,24h,at_least_one_hour
128448,"My uncle is working abroad, when he is here, Its the quality time that are precious to me.",career|family,no,yes,22,IND,f,single,n,24h,half_a_day
128452,"MY UNCLE IS WORKING IN  ABROAD WHEN HE IS HERE,IT'S THE QUALITY TIME THAT ALL PRECIOUS TO ME",family,no,yes,23,IND,f,single,n,24h,all_day_im_still_feeling_it
128470,"We buyed some cookies, sweets, clothes to our family  all having few cookies in car so enjoyable trip for us",shopping|family,yes,yes,27,IND,f,married,y,24h,all_day_im_still_feeling_it
128479,farewell party to enjoy my friends.,party,yes,yes,30,IND,m,married,y,24h,half_a_day
128506,My cousin made it through surgery safely.,family,no,yes,38,USA,f,married,y,24h,all_day_im_still_feeling_it
128515,A new episode of my favorite podcasts came out today.,entertainment,no,no,24,USA,m,single,n,24h,at_least_one_hour
128517,One event that made me feel happy last night was when my brother came to visit me from NY and we went to the beach,vacation|family,yes,yes,24,USA,f,married,NA,24h,half_a_day
128523,i went to my old school yesterday.,education,yes,no,30,IND,m,single,y,24h,all_day_im_still_feeling_it
128544,I made big progress on a project at work.,career,yes,no,38,USA,m,married,y,24h,all_day_im_still_feeling_it
128548,Spent all almost all day with my granddaughter,family,yes,yes,54,USA,m,married,y,24h,all_day_im_still_feeling_it
128607,I enjoyed a home-cooked Southern meal.,food,yes,no,37,USA,m,single,n,24h,at_least_one_hour
128611,Listening to my favourite music in my car on the way to work made me happy.,entertainment,yes,no,27,USA,m,single,n,24h,a_few_minutes
